sonoisa/sentence-bert-base-ja-mean-tokens-v2,tohoku-nlp/bert-base-japanese,tohoku-nlp/bert-base-japanese-v3,tohoku-nlp/bert-base-japanese-char-v3,tohoku-nlp/bert-large-japanese-v2,tohoku-nlp/bert-large-japanese-char-v2
16.196012,11.497877,13.487808,7.3664927,15.894479,10.152179
15.122037,11.345495,12.95227,6.9789195,14.134263,9.860755
15.408291,11.540973,13.150514,7.053051,13.728301,9.929028
18.582722,12.619207,13.935827,7.9336667,14.360737,9.968682
14.73406,11.40647,13.052835,7.001867,13.117053,9.6514
17.621428,11.997795,13.796648,7.704793,14.972043,9.672531
17.768091,11.651423,13.689525,7.7733073,14.346523,10.281529
16.137373,11.421251,13.367464,7.1499605,13.832913,9.865936
14.19264,11.393091,13.386433,7.2455554,13.848987,10.214127
18.089865,11.8463955,13.574095,7.5033903,12.397152,9.884085
14.50823,11.285375,13.049008,6.9940777,13.784622,9.5388975
15.765372,11.580984,13.347074,7.069514,13.197467,9.800953
15.961293,11.649108,12.849419,7.005206,12.969374,10.141871
16.115885,11.449205,13.247783,7.262506,13.00649,9.863227
17.122728,11.487783,13.496082,7.2174597,12.828067,9.751204
17.91941,11.441922,13.0929985,7.0651865,13.31039,9.853329
15.4985285,11.46553,12.89841,7.03376,13.233609,9.719518
14.978219,11.618104,13.338598,7.245882,13.08173,9.508688
17.77034,11.968829,13.7113695,7.540323,13.450382,10.276888
16.386646,11.704469,12.887163,7.3945317,14.097563,10.1376915
