text,score
しかし、多くの人は、暴力や差別は知識ではなく「良心」や「道徳」で防ぐものだ、というイメージを持っています。,0.9342194119015256
暴力や差別は他者への悪意を持つ人がおこなうものなので、悪意を持たないようにする・させることが重要だと考えているのです。,0.972793352313158
もっと簡単な表現を用いれば、暴力や差別は「悪い人」がすることなので、みんなが「よい人」になればよい、と思っているわけです。,0.8366478113901048
たしかに、小学校や中学校で「差別をなくすために、他者に対する思いやりのある人になりましょう」と教育されることはあっても、「差別をなくすために、賢い人間になりましょう」とはほとんど言われません。,0.5431539360433817
ということはやはり暴力や差別の解消に必要なのは、「良心」や「道徳」であって、知識ではないのでしょうか？。,0.8953049795047657
この問いに答えるために、「オネエキャラ」をめぐる私の授業の受講生の反応をとりあげます。,1.1261905942644392
「良心」や「道徳」を育むことに依存して「普通」という暴力を解決しようとすることは、不十分であったり意味がなかったりするだけではなく、時に逆効果でもあることが明らかになるはずです。,0.5052371526757876
二〇一七年現在、テレビを中心としたメディアの中で「オネエキャラ」が一定の存在感を放っていることを、受講生のほとんどが好意的に捉えています。,0.8143843642125527
（私の授業を消極的にであれ「好んで」履修している学生が多いので、当然といえば当然ですが）。,0.8118328119025511
「オネエキャラ」の存在感がセクシュアルマイノリティへの差別を減らすと期待している学生も多くいます。,0.9369936678558588
もちろん多くの学生は、そのような「キャラクター」がメディアの中でからかいの対象となっていることにも気づいており、視聴者の差別意識を助長しかねないことも危惧しています。,0.6809210771439123
期末試験で「オネエキャラ」ブームの「功罪」について出題した際も、多くの学生は差別に関する両義的な側面を上手く指摘していました。,0.8194548299779063
一方で、自分の持つ好意に対して「オネエは才能やセンスがあるから好感が持てる」という理由づけをしている学生が多くいました。,0.7699576800777799
これはかなりの問題です。,3.8979176112583707
たしかに、メディアに現れる「オネエキャラ」は、ファッションやメイク、フラワーアレンジメントやダンス、あるいは話術などの一芸に秀でた人々が多いのは事実ですし、その才能やセンスの素晴らしさは、視聴するセクシュアルマイノリティ当事者（とくに若者など、アイデンティティの自己肯定の機会が奪われやすい人々）を自己卑下から救うことができるかもしれません。,0.3862369350936948
しかし、あれほどまでに才能に秀でていないと「受け入れられず」、さらにそれでもからかいの対象になってしまうとすれば、高水準の才能やセンスを持たない大多数のセクシュアルマイノリティは、むしろ自らがただ全面的にからかわれ差別される対象でしかない、と確してしまうこともありえます。,0.5785306965603548
当たり前のことですが、「オネエ」だから高水準の才能やセンスがあるのではありません。,1.601274457471124
ですから、「オネエは才能やセンスがあるから好感が持てる」は、才能やセンスのない「オネエ」には好感が持てません、と宣言しているにすぎません。,0.6123735238524044
セクシュアルマイノリティに対する差別の根強い社会においては、表向きの好感とその背後の偏見の落差は、具体的なセクシュアルマイノリティの当事者に対する差別の解消に役立つことはほとんどなく、場合によってはさらに傷つけかねません。,0.6395072888082532
なぜなら、このような人々は「オネエ」を褒めているようで結局「オネエ」は「普通」ではない、ということを繰り返し述べているにすぎないからです。,0.6889052473484202
「普通」という暴力は少しも解除されていません。,1.5835577039157642
実際、セクシュアルマイノリティ当事者の中には、このような才能とセンスの押しつけに嫌気がさしている人も多く存在します。,0.9383855800370913
例えば、「オネエはセンスがあるのでそういう友達がほしい」という理由で誰かが近づいてきたら、「私を利用する気満々のあなたに差し出してやるセンスなどない」と拒絶したくなるものです。,0.5608015253878477
実は「オネエ（あるいはセクシュアルマイノリティ）はセンスがあるので、そういう人と友達になるため」という理由で私の授業を受講する学生も稀にいるのです。,0.6771386788815869
そういう人には「授業にそんなことを期待すべきではなく、またそもそもマイノリティはあなたの人生を豊かに彩るアクセサリーではない」ときつく諭すことにしています。,0.6211069834475614
「アクセサリー」扱いはそもそも相手を対等な人間として見ていない差別的なふるまいだからです。,1.0327389284416482
男性が妻の魅力を自らの高いステイタスゆえの「戦利品」だとみなしモノのように自慢することに、私たちはもう十分辟易しているはずです。,0.7037283868290657
それと同型の「モノ」扱いをセクシュアルマイノリティに対しておこなうことも、また許されるはずがありません。,1.1350125574296521
ただし、ここで私は、「オネエ」あるいはセクシュアルマイノリティは、マジョリティと同じ「普通」の人々である、と指摘したいわけではありません。,0.8047947691546546
マイノリティもマジョリティと同じく「普通」の人々であるから差別してはいけない、という論理は、「普通」でないなら差別をしてもよい、の言い換えに過ぎないからです。,0.646983799981136
むしろ重要なのは、「普通であるか否か」を判断し、そこに意味づけをするのがマジョリティの側、という事態そのものが不当なのだという認識です。,0.7348010413190151
「普通じゃないから好感が持てる」も「普通だから好感が持てる」も、意味づけが一方的である点で「普通じゃないから見下してもよい」「普通に過ぎないから見下してもよい」と大差ないのです。,0.4634933356315859
